user_id,gender,married,has_children,home_country,home_city,home_airport,user_age,account_age,total_sessions,avg_session_duration,avg_page_clicks,avg_clicks_per_min,avg_seats,avg_checked_bags,num_trip_discounts,avg_trip_discount_amount,total_airlines,top_airline,total_origin_airports,total_destinations,top_destination,total_destination_airports,avg_rooms,total_hotels,total_hotel_brands,top_hotel_brand,total_trips,avg_trip_duration_days,avg_trip_distance_km,avg_base_trip_cost,avg_total_trip_cost,type_browsing,type_complete-package,type_flight-hotel,type_flight-one-way,type_flight-roundtrip,type_hotel-only,status_cancelled,status_complete,status_none,category_extended,category_other,category_week,category_weekend,browsing_frequency,booking_frequency,booking_conversion,cancellation_rate,top_booking_type,top_trip_category
539243,f,False,False,usa,dallas,dal,21,23,8,2.65125,21.5,8.1825,0.375,0.125,3,0.18333333333333335,3,allegiant air,1,3,columbus,3,0.375,3,3,best western,3,3.875,1365.0066666666667,485.64125,485.64125,5,2,1,0,0,0,0,3,5,2,0,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
539267,f,True,False,usa,philadelphia,phl,42,23,8,1.4562499999999998,11.625,7.91,0.5,0.125,0,,2,all nippon airways,1,2,denver,2,0.5,2,2,crowne plaza,2,0.625,1325.285,107.84375,107.84375,6,2,0,0,0,0,0,2,6,0,0,2,0,0.35,0.09,0.25,0.0,type_browsing,category_week
539283,f,True,False,usa,las vegas,lsv,53,23,8,2.025,16.125,7.94125,0.125,0.0,2,0.07500000000000001,1,american airlines,1,1,seattle,1,0.25,2,2,rosewood,2,1.25,1391.02,285.52125,285.52125,6,1,0,0,0,1,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
539300,f,False,False,usa,new york,jfk,41,23,9,1.5044444444444443,11.88888888888889,7.881111111111112,0.3333333333333333,0.3333333333333333,4,0.1875,3,american airlines,1,3,philadelphia,3,0.1111111111111111,1,1,accor,3,1.1111111111111112,2735.7333333333336,192.09333333333333,172.402,6,1,0,0,2,0,0,3,6,0,2,1,0,0.39,0.13,0.33,0.0,type_browsing,category_other
539304,f,False,False,usa,san jose,sjc,18,23,8,1.9375,15.625,8.036249999999999,0.0,0.0,2,0.07500000000000001,0,,0,0,,0,0.5,2,2,crowne plaza,2,1.125,,182.375,179.65625,6,0,0,0,0,2,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
539307,f,False,True,usa,new york,lga,39,23,8,2.025,16.375,8.04125,0.0,0.0,2,0.1,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,,type_browsing,category_extended
539315,f,True,True,canada,vancouver,yvr,55,23,9,1.568888888888889,12.555555555555555,8.01,0.4444444444444444,0.2222222222222222,2,0.275,3,alaska airlines,1,3,fresno,3,0.4444444444444444,3,3,aman resorts,3,1.4444444444444444,2360.07,320.72,320.72,6,3,0,0,0,0,0,3,6,1,0,1,1,0.39,0.13,0.33,0.0,type_browsing,category_extended
539317,f,False,True,usa,wichita,ict,39,23,9,3.126666666666667,25.11111111111111,8.003333333333334,0.5555555555555556,0.1111111111111111,3,0.08333333333333333,4,american airlines,1,4,los angeles,4,0.6666666666666666,5,5,aman resorts,5,3.111111111111111,1595.155,646.0855555555556,634.4243888888889,4,4,0,0,0,1,0,5,4,5,0,0,0,0.39,0.22,0.56,0.0,type_browsing,category_extended
539320,f,False,False,usa,birmingham,bhm,41,23,9,1.6244444444444446,12.88888888888889,7.944444444444445,0.3333333333333333,0.1111111111111111,2,0.30000000000000004,2,american airlines,1,2,new york,3,0.6666666666666666,5,4,radisson,5,2.5555555555555554,1870.3666666666668,552.7688888888889,535.7311111111111,4,3,0,0,0,2,0,5,4,0,4,0,1,0.39,0.22,0.56,0.0,type_browsing,category_other
539337,f,False,True,usa,los angeles,lax,29,23,8,1.1975,9.625,7.965,0.375,0.25,4,0.2125,2,air canada,1,2,calgary,2,0.125,1,1,wyndham,3,1.5,1930.1366666666665,630.305,630.305,5,1,0,0,2,0,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0,type_browsing,category_other
539338,f,False,False,usa,new york,lga,39,23,8,1.9575,15.875,8.1225,0.375,0.125,2,0.125,3,air canada,1,3,calgary,3,0.25,2,2,choice hotels,3,1.625,2695.2433333333333,308.32875,308.32875,5,2,0,0,1,0,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0,type_browsing,category_other
539384,f,False,False,usa,new york,jfk,33,23,8,2.0175,16.25,8.0375,0.25,0.0,3,0.11666666666666665,1,united airlines,1,2,houston,2,0.25,2,2,accor,2,0.875,1416.345,148.98375,148.98375,6,2,0,0,0,0,0,2,6,0,1,1,0,0.35,0.09,0.25,0.0,type_browsing,category_other
539414,f,True,True,usa,fort worth,ftw,37,23,8,1.86125,15.125,8.17375,0.25,0.0,4,0.15,1,united airlines,1,2,austin,2,0.375,3,3,choice hotels,3,2.375,1279.455,548.4275,526.9181875,5,2,0,0,0,1,0,3,5,2,0,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
539426,f,True,False,canada,toronto,ykz,69,23,9,2.0655555555555556,16.555555555555557,7.945555555555554,0.2222222222222222,0.1111111111111111,1,0.1,2,airtran airways,1,2,dallas,2,0.4444444444444444,3,3,crowne plaza,3,2.3333333333333335,2720.485,418.7088888888889,418.7088888888889,6,1,1,0,0,1,0,3,6,3,0,0,0,0.39,0.13,0.33,0.0,type_browsing,category_extended
539453,f,False,True,usa,philadelphia,pne,19,23,8,1.40375,11.25,8.0575,0.0,0.0,3,0.10000000000000002,0,,0,0,,0,0.125,1,1,shangri-la,1,1.125,,144.0,129.6,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
539460,m,False,False,canada,toronto,ytz,49,23,7,1.9585714285714286,15.857142857142858,8.074285714285713,0.2857142857142857,0.2857142857142857,0,,2,allegiant air,1,2,fresno,2,0.2857142857142857,2,2,intercontinental,2,0.8571428571428571,2021.0500000000002,185.71571428571428,185.71571428571428,5,2,0,0,0,0,0,2,5,0,0,1,1,0.3,0.09,0.29,0.0,type_browsing,category_week
539493,f,False,False,usa,richmond,ric,18,23,9,1.9444444444444444,15.555555555555555,7.946666666666666,0.0,0.0,1,0.35,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,9,0,0,0,0,0,0,0,9,0,0,0,0,0.39,0.0,0.0,,type_browsing,category_extended
539510,f,False,True,usa,tulsa,tul,45,23,9,1.1588888888888889,9.444444444444445,7.9833333333333325,0.2222222222222222,0.2222222222222222,2,0.1,2,airtran airways,1,2,dallas,2,0.3333333333333333,3,3,banyan tree,3,3.111111111111111,1367.6999999999998,370.28333333333336,350.33200000000005,6,2,0,0,0,1,0,3,6,2,1,0,0,0.39,0.13,0.33,0.0,type_browsing,category_extended
539519,f,True,False,usa,corpus christi,crp,41,23,8,1.98,15.875,8.015,0.25,0.125,0,,2,delta air lines,1,2,new york,2,0.375,3,3,accor,3,2.0,2521.1099999999997,324.54,324.54,5,2,0,0,0,1,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
539528,f,True,True,usa,boston,bos,37,23,8,4.07125,24.125,7.3774999999999995,1.25,0.25,3,0.19999999999999998,4,klm royal dutch airlines,1,4,san francisco,4,1.0,3,3,choice hotels,5,2.5,3284.142,1071.99,945.7139375,3,4,0,0,1,0,1,4,3,1,1,3,0,0.35,0.22,0.62,0.2,type_complete-package,category_week
539542,f,False,False,usa,san antonio,skf,82,23,8,2.06625,16.625,7.93875,0.125,0.0,2,0.1,1,gulf air bahrain,1,1,cairo,1,0.25,1,1,rosewood,2,3.125,11539.14,758.62375,758.62375,6,0,0,0,1,1,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
539558,m,False,True,usa,new york,lga,39,23,8,1.94125,15.75,8.1425,0.75,0.125,2,0.175,4,american airlines,1,4,los angeles,4,0.75,4,4,accor,4,3.125,1423.7150000000001,430.67875000000004,383.015625,4,4,0,0,0,0,0,4,4,3,0,0,1,0.35,0.17,0.5,0.0,type_browsing,category_extended
539566,f,True,False,canada,quebec,yqb,66,23,8,1.525,12.25,8.02875,0.375,0.125,4,0.1625,2,frontier airlines,1,2,denpasar,2,0.25,2,2,best western,2,1.5,9734.69,909.05125,886.4344375000001,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
539611,f,True,False,usa,new york,jfk,39,23,8,1.49625,12.0,7.96875,0.375,0.25,0,,3,airtran airways,1,3,dallas,3,0.375,3,3,aman resorts,3,2.0,2259.8866666666668,270.79125,270.79125,5,2,1,0,0,0,0,3,5,0,2,1,0,0.35,0.13,0.38,0.0,type_browsing,category_other
539625,f,True,False,usa,winston-salem,int,47,23,8,1.51875,12.25,8.1625,0.25,0.125,3,0.15,2,allegiant air,1,2,phoenix,2,0.25,2,2,accor,2,1.0,1899.24,177.40750000000003,177.40750000000003,6,2,0,0,0,0,0,2,6,0,1,1,0,0.35,0.09,0.25,0.0,type_browsing,category_other
539627,f,False,False,usa,new york,jfk,51,23,8,1.72625,13.875,8.06875,0.25,0.0,2,0.15000000000000002,1,ryanair,1,2,edmonton,2,0.25,2,2,choice hotels,2,0.875,1713.525,154.48000000000002,147.34325,6,2,0,0,0,0,0,2,6,0,1,1,0,0.35,0.09,0.25,0.0,type_browsing,category_other
539637,m,True,False,usa,indianapolis,ind,60,23,8,1.6675,13.625,8.10625,0.25,0.125,7,0.13571428571428573,2,delta air lines,1,2,boston,2,0.75,4,3,extended stay,4,3.625,1190.455,611.82375,527.916375,4,2,0,0,0,2,0,4,4,4,0,0,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
539648,f,False,False,usa,new york,lga,44,23,8,1.885,15.25,8.06875,0.375,0.375,1,0.1,3,delta air lines,1,3,houston,3,0.5,4,4,conrad,4,2.5,2494.11,415.94625,410.59837500000003,4,2,1,0,0,1,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
539656,f,True,False,usa,new orleans,nbg,67,23,10,1.153,9.1,7.831999999999999,0.0,0.0,4,0.1375,0,,0,0,,0,0.1,1,1,aman resorts,1,0.5,,85.0,72.25,9,0,0,0,0,1,0,1,9,1,0,0,0,0.43,0.04,0.1,0.0,type_browsing,category_extended
539669,f,False,False,canada,montreal,ymx,19,23,8,2.20875,17.75,8.01125,0.125,0.0,1,0.15,1,american airlines,1,1,tucson,1,0.5,2,2,conrad,2,0.75,3483.72,142.58375,129.29618749999997,6,1,0,0,0,1,0,2,6,0,0,1,1,0.35,0.09,0.25,0.0,type_browsing,category_week
539671,f,True,False,canada,calgary,yyc,46,23,8,1.2237500000000001,9.625,7.8225,0.125,0.125,1,0.15,1,united airlines,1,1,houston,1,0.125,1,1,extended stay,1,0.625,2857.87,120.67875,120.67875,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
539710,f,False,False,usa,los angeles,lax,52,23,8,2.92125,23.375,8.01125,0.5,0.125,2,0.07500000000000001,3,southwest airlines,1,4,austin,4,0.5,4,3,best western,4,4.25,2802.735,3047.80625,3043.8685625000003,4,3,1,0,0,0,0,4,4,2,2,0,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
539729,f,False,False,usa,new orleans,msy,35,23,8,1.5775000000000001,12.625,7.9275,0.25,0.0,2,0.175,1,allegiant air,1,1,new york,1,0.25,1,1,extended stay,1,1.25,1901.52,191.74625,191.74625,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
539782,f,True,False,usa,phoenix,luf,38,23,9,1.5788888888888888,12.555555555555555,7.94888888888889,0.1111111111111111,0.1111111111111111,2,0.15,1,delta air lines,1,1,los angeles,1,0.0,0,0,,1,0.6666666666666666,558.87,10.44111111111111,10.44111111111111,8,0,0,0,1,0,0,1,8,1,0,0,0,0.39,0.04,0.11,0.0,type_browsing,category_extended
539794,m,True,True,usa,new york,lga,43,23,8,1.8875,15.125,8.00625,0.5,0.25,1,0.5,3,delta air lines,1,4,chicago,4,0.5,4,4,extended stay,4,3.125,2101.795,686.1975,638.73,4,4,0,0,0,0,0,4,4,3,0,0,1,0.35,0.17,0.5,0.0,type_browsing,category_extended
539855,f,False,False,usa,chicago,mdw,42,23,8,2.37125,19.125,7.975,0.25,0.125,1,0.1,2,cebu pacific,1,1,san jose,2,0.25,2,2,best western,2,1.125,2950.38,234.37,234.37,6,1,1,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
539864,f,False,False,usa,little rock,lit,47,23,8,1.595,12.875,7.9775,0.375,0.125,2,0.15,3,american airlines,1,3,chicago,3,0.5,3,3,crowne plaza,4,2.875,1493.3633333333335,530.11375,521.4422500000001,4,2,0,0,1,1,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
539866,f,True,False,usa,chicago,mdw,24,23,8,2.10875,17.25,8.1,0.0,0.0,2,0.1,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,,type_browsing,category_extended
539868,f,False,True,canada,victoria,yyj,37,23,7,1.5042857142857144,12.428571428571429,8.18142857142857,0.2857142857142857,0.0,4,0.18750000000000003,2,american airlines,1,2,new york,2,0.14285714285714285,1,1,hilton,2,1.2857142857142858,3767.89,215.15714285714284,201.5667142857143,5,1,0,0,1,0,0,2,5,1,0,1,0,0.3,0.09,0.29,0.0,type_browsing,category_extended
539883,f,False,False,usa,new york,jfk,47,23,9,1.8699999999999999,15.0,7.961111111111112,0.4444444444444444,0.5555555555555556,2,0.07500000000000001,4,air canada,1,4,dallas,4,0.4444444444444444,4,3,best western,5,2.4444444444444446,814.5425,328.93333333333334,328.6672222222222,4,3,0,0,1,1,0,5,4,1,1,3,0,0.39,0.22,0.56,0.0,type_browsing,category_week
539888,f,False,False,usa,philadelphia,pne,25,23,8,1.3287499999999999,10.75,8.06,0.0,0.0,1,0.1,0,,0,0,,0,0.125,1,1,shangri-la,1,1.0,,184.0,184.0,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
539899,m,False,False,usa,new york,lga,21,23,8,1.5025,12.0,7.9925,0.25,0.125,1,0.2,1,aer lingus,1,1,boston,1,0.0,0,0,,1,3.375,296.66,12.92875,10.343000000000002,7,0,0,0,1,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
539912,f,True,False,usa,fresno,fat,56,23,9,1.8933333333333333,15.222222222222221,7.952222222222223,0.6666666666666666,0.2222222222222222,2,0.1,4,united airlines,1,5,chicago,5,0.4444444444444444,4,4,accor,5,3.111111111111111,2625.8599999999997,627.2322222222223,615.8335555555554,4,4,0,0,1,0,0,5,4,3,1,1,0,0.39,0.22,0.56,0.0,type_browsing,category_extended
539916,f,False,False,usa,jacksonville,lrf,39,23,8,1.26375,10.125,7.865,0.375,0.125,3,0.10000000000000002,2,delta air lines,1,2,boston,2,0.25,2,2,best western,3,3.75,2259.64,410.98749999999995,391.8535625,5,1,0,0,1,1,0,3,5,3,0,0,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
539917,f,False,False,usa,new york,jfk,46,23,7,1.577142857142857,12.571428571428571,7.971428571428571,0.5714285714285714,0.14285714285714285,0,,3,american airlines,1,3,edmonton,3,0.2857142857142857,2,2,choice hotels,3,2.0,2861.7166666666667,455.86285714285714,455.86285714285714,4,2,0,0,1,0,0,3,4,2,0,0,1,0.3,0.13,0.43,0.0,type_browsing,category_extended
539919,f,True,False,canada,vancouver,yvr,81,23,8,17.776249999999997,47.375,7.22125,0.0,0.0,2,0.05,0,,0,0,,0,0.5,3,3,aman resorts,4,2.75,,881.125,881.125,4,1,0,0,0,3,1,3,4,0,3,1,0,0.35,0.17,0.5,0.25,type_browsing,category_other
539936,f,False,False,usa,seattle,bfi,54,23,9,1.9555555555555557,15.777777777777779,7.992222222222221,0.3333333333333333,0.1111111111111111,1,0.2,2,american airlines,1,2,new york,2,0.3333333333333333,2,2,choice hotels,2,1.0,3811.175,318.87222222222226,318.87222222222226,7,1,1,0,0,0,0,2,7,1,1,0,0,0.39,0.09,0.22,0.0,type_browsing,category_extended
539953,m,True,True,usa,new york,lga,36,23,8,1.58125,12.875,8.20125,0.25,0.0,5,0.13,2,airtran airways,1,2,houston,2,0.25,2,2,banyan tree,2,1.375,1674.565,230.67375,230.67375,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
539962,m,False,False,canada,windsor,yqg,18,23,8,7.41875,22.75,7.225,0.25,0.0,2,0.15,1,air france,1,1,bangkok,1,0.25,1,1,banyan tree,2,3.5,13756.63,807.455,807.455,6,2,0,0,0,0,1,1,6,2,0,0,0,0.35,0.09,0.25,0.5,type_browsing,category_extended
540014,f,False,True,usa,honolulu,hnl,44,23,7,1.3128571428571427,10.571428571428571,8.071428571428571,0.2857142857142857,0.0,2,0.15,2,airtran airways,1,2,dallas,2,0.2857142857142857,2,2,choice hotels,2,1.0,6544.325000000001,391.17428571428576,391.17428571428576,5,2,0,0,0,0,0,2,5,0,1,0,1,0.3,0.09,0.29,0.0,type_browsing,category_other
540029,f,True,True,usa,columbus,lck,64,23,8,1.78625,14.5,8.0875,0.75,0.375,2,0.1,2,american airlines,1,2,antalya,2,0.625,2,2,best western,2,1.875,5317.92,871.74125,852.0185,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
540043,m,False,False,usa,austin,aus,33,23,8,1.5074999999999998,12.125,7.9662500000000005,0.0,0.0,4,0.11250000000000002,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,,type_browsing,category_extended
540094,f,True,True,usa,chicago,mdw,46,23,7,2.0285714285714285,16.142857142857142,7.818571428571429,0.2857142857142857,0.42857142857142855,0,,2,airtran airways,1,2,austin,2,0.14285714285714285,1,1,hyatt,2,1.5714285714285714,2188.415,175.29714285714286,175.29714285714286,5,1,0,0,1,0,0,2,5,1,1,0,0,0.3,0.09,0.29,0.0,type_browsing,category_extended
540138,m,True,True,usa,miami,tnt,48,23,9,1.8933333333333333,15.333333333333334,8.106666666666667,0.0,0.0,3,0.06666666666666667,0,,0,0,,0,0.1111111111111111,1,1,fairmont,1,0.7777777777777778,,142.33333333333334,128.10000000000002,8,0,0,0,0,1,0,1,8,1,0,0,0,0.39,0.04,0.11,0.0,type_browsing,category_extended
540147,m,False,True,usa,el paso,elp,43,23,8,2.46125,19.625,7.9825,1.125,0.5,2,0.2,5,air france,1,5,chicago,5,1.125,5,5,accor,5,2.375,1942.3799999999999,646.4225,568.393625,3,5,0,0,0,0,0,5,3,1,1,3,0,0.35,0.22,0.62,0.0,type_complete-package,category_week
540150,f,False,True,usa,phoenix,phx,35,23,8,2.665,21.5,8.10125,0.25,0.125,4,0.22499999999999998,2,american airlines,1,1,calgary,1,0.25,2,2,aman resorts,2,1.25,1972.69,201.53875,201.53875,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
540180,f,True,False,usa,los angeles,lax,53,23,8,2.3125,18.5,8.0175,0.625,0.375,4,0.1625,5,aerolineas argentinas,1,5,dallas,5,0.5,4,4,best western,5,4.625,2993.434,980.2175,905.0438125,3,4,0,0,1,0,0,5,3,4,0,1,0,0.35,0.22,0.62,0.0,type_complete-package,category_extended
540199,f,False,False,usa,shreveport,shv,53,23,10,1.643,13.1,7.9159999999999995,0.4,0.1,4,0.1625,3,air canada,1,2,montreal,2,0.4,3,3,banyan tree,3,1.4,2319.4133333333334,270.538,226.67,7,3,0,0,0,0,0,3,7,1,2,0,0,0.43,0.13,0.3,0.0,type_browsing,category_other
540226,f,True,False,usa,washington,iad,78,23,8,1.0662500000000001,8.5,7.875,0.0,0.0,2,0.125,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,,type_browsing,category_extended
540244,f,False,False,canada,montreal,ymx,39,23,8,2.78375,22.5,8.06875,0.5,0.5,3,0.13333333333333333,4,airtran airways,1,3,phoenix,4,0.375,3,3,choice hotels,4,1.875,2336.1825,413.1875,404.12675,4,3,0,0,1,0,0,4,4,1,2,0,1,0.35,0.17,0.5,0.0,type_browsing,category_other
540252,f,False,False,usa,baltimore,bwi,39,23,8,1.635,13.125,7.885,0.125,0.125,4,0.1,1,pinnacle airlines,1,1,memphis,1,0.375,2,2,four seasons,2,1.875,1264.98,233.66625,216.04125,6,1,0,0,0,1,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
540253,f,True,False,usa,san francisco,sfo,48,23,8,1.90375,15.25,7.9675,0.125,0.125,1,0.15,1,american airlines,1,1,fort worth,1,0.125,1,1,intercontinental,1,0.75,2326.48,140.2875,140.2875,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
540260,f,True,False,usa,milwaukee,mke,44,23,9,2.602222222222222,21.11111111111111,8.04888888888889,0.5555555555555556,0.3333333333333333,1,0.05,2,ryanair,1,3,hamilton,3,0.5555555555555556,3,3,extended stay,3,1.2222222222222223,1551.4433333333334,285.1244444444444,285.1244444444444,6,3,0,0,0,0,0,3,6,1,1,1,0,0.39,0.13,0.33,0.0,type_browsing,category_extended
540302,f,True,False,usa,louisville,lou,56,23,10,2.242,18.1,8.074,0.7,0.3,5,0.12,4,american airlines,1,2,new york,3,0.7,4,4,crowne plaza,5,2.4,1754.21,372.441,351.67545,5,3,0,0,1,1,0,5,5,2,3,0,0,0.43,0.22,0.5,0.0,type_browsing,category_other
540306,f,False,False,canada,toronto,ytz,31,23,8,1.72625,13.875,8.0625,0.375,0.375,3,0.18333333333333335,3,jetblue airways,1,3,austin,3,0.375,3,3,accor,3,1.375,2050.923333333333,303.05,294.5444375,5,3,0,0,0,0,0,3,5,1,0,0,2,0.35,0.13,0.38,0.0,type_browsing,category_weekend
540308,m,False,False,usa,nashville,bna,55,23,8,1.1400000000000001,9.25,8.07375,0.125,0.125,3,0.09999999999999999,1,southwest airlines,1,1,milwaukee,1,0.125,1,1,banyan tree,1,0.25,765.81,27.4225,27.4225,7,1,0,0,0,0,0,1,7,0,0,1,0,0.35,0.04,0.12,0.0,type_browsing,category_week
540319,f,True,True,usa,anchorage,mri,52,23,8,1.93375,15.5,7.9625,0.375,0.25,0,,3,airtran airways,1,3,houston,3,0.125,1,1,hyatt,3,2.0,5277.213333333333,392.055,392.055,5,1,0,0,2,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0,type_browsing,category_extended
540347,f,False,True,usa,san antonio,skf,28,23,7,2.632857142857143,21.285714285714285,8.087142857142856,0.7142857142857143,0.14285714285714285,3,0.11666666666666668,3,delta air lines,1,4,los angeles,4,0.7142857142857143,5,5,banyan tree,5,3.0,1796.86,647.2042857142857,624.5929285714285,2,5,0,0,0,0,0,5,2,1,3,1,0,0.3,0.22,0.71,0.0,type_complete-package,category_other
540348,f,True,True,usa,philadelphia,phl,39,23,8,1.5699999999999998,12.625,8.04625,0.25,0.125,5,0.15,2,jetblue airways,1,2,chicago,2,0.25,2,2,hyatt,2,1.25,2444.64,171.735,152.5575,6,2,0,0,0,0,0,2,6,1,0,0,1,0.35,0.09,0.25,0.0,type_browsing,category_extended
540413,f,False,False,usa,nashville,bna,31,23,8,1.6125,13.0,8.09875,0.25,0.0,3,0.18333333333333335,2,alitalia,1,2,jacksonville,2,0.25,2,2,choice hotels,2,1.25,1973.3600000000001,161.83875,161.83875,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
540415,f,False,False,usa,new york,lga,53,23,8,2.80625,22.625,8.06375,0.25,0.125,0,,2,southwest airlines,1,2,denver,2,0.25,2,2,best western,2,1.375,2930.0649999999996,266.28625,266.28625,6,2,0,0,0,0,0,2,6,1,0,0,1,0.35,0.09,0.25,0.0,type_browsing,category_extended
540444,f,True,False,usa,burlington,btv,48,23,8,2.57,20.875,8.105,0.625,0.25,2,0.175,3,jetblue airways,1,3,columbus,3,0.5,3,3,best western,4,2.125,1275.6966666666667,356.3725,336.59749999999997,4,2,0,0,1,1,0,4,4,1,2,1,0,0.35,0.17,0.5,0.0,type_browsing,category_other
540455,f,False,False,usa,los angeles,lax,34,23,8,1.9449999999999998,15.75,8.1475,0.25,0.25,3,0.08333333333333333,2,cal cargo air lines,1,2,new york,2,0.25,2,2,extended stay,2,1.5,2234.965,335.78000000000003,308.50149999999996,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
540475,f,False,False,usa,new york,lga,36,23,8,1.6187500000000001,13.125,8.18,0.125,0.125,1,0.1,1,jetblue airways,1,1,philadelphia,1,0.375,2,2,conrad,2,2.375,153.6,326.12375,299.42375000000004,6,1,0,0,0,1,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0,type_browsing,category_extended
540502,f,True,False,usa,denver,den,40,23,8,3.3125,26.625,7.995,0.375,0.125,0,,2,ryanair,1,3,chicago,3,0.5,4,4,aman resorts,4,3.25,1676.4066666666668,446.67375000000004,446.67375000000004,4,3,0,0,0,1,0,4,4,3,0,0,1,0.35,0.17,0.5,0.0,type_browsing,category_extended
540527,f,False,False,usa,san diego,san,43,23,8,2.00375,16.125,8.025,0.5,0.125,4,0.1625,3,american airlines,1,4,los angeles,4,0.5,4,4,aman resorts,4,2.0,1319.75,292.43125,284.261875,4,4,0,0,0,0,0,4,4,0,3,1,0,0.35,0.17,0.5,0.0,type_browsing,category_other
540557,m,True,True,usa,detroit,dtw,53,23,8,1.93875,15.625,7.9825,0.5,0.25,4,0.2,3,canadian north,1,2,ottawa,2,0.625,4,4,accor,4,2.625,1360.18,331.57124999999996,304.624625,4,3,0,0,0,1,0,4,4,2,2,0,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
540572,f,True,True,usa,phoenix,luf,50,23,8,2.8737500000000002,23.25,8.135,1.25,0.75,3,0.06666666666666667,4,united airlines,1,5,chicago,5,1.125,6,6,extended stay,6,4.875,2297.098,1176.6599999999999,1164.1219999999998,2,5,0,0,0,1,0,6,2,4,0,2,0,0.35,0.26,0.75,0.0,type_complete-package,category_extended
540580,f,True,True,usa,san antonio,sat,47,23,8,1.9575,15.625,7.9825,0.375,0.25,0,,2,united airlines,1,3,chicago,3,0.5,3,3,banyan tree,4,2.5,1547.6466666666665,313.32125,313.32125,4,2,0,0,1,1,0,4,4,2,2,0,0,0.35,0.17,0.5,0.0,type_browsing,category_extended
540597,f,True,False,usa,cincinnati,luk,53,23,9,2.0033333333333334,16.22222222222222,7.977777777777778,0.2222222222222222,0.0,2,0.2,2,allegiant air,1,2,chicago,2,0.1111111111111111,1,1,crowne plaza,2,0.8888888888888888,524.52,89.30111111111111,89.30111111111111,7,1,0,0,1,0,0,2,7,0,1,1,0,0.39,0.09,0.22,0.0,type_browsing,category_other
540605,f,False,False,usa,los angeles,lax,23,23,8,1.2237500000000001,9.875,8.06375,0.125,0.0,2,0.1,1,air canada,1,1,toronto,1,0.125,1,1,choice hotels,1,1.25,3516.53,225.10375,191.33818749999998,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0,type_browsing,category_extended
